Age,Flight Distance,Inflight entertainment,Baggage handling,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Gender_Male,Customer Type_disloyal Customer,Type of Travel_Personal Travel,Class_Business,Class_Eco,Class_Eco Plus,satisfaction_satisfied
56,2224,4,4,3,57,43.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
51,2449,4,4,3,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
59,1969,5,5,3,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
40,1242,5,5,3,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
51,1050,5,5,4,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
47,448,5,5,2,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
40,670,2,4,2,0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
22,965,3,4,3,26,8.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
19,624,4,3,4,25,49.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
30,922,3,3,3,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
44,563,3,3,2,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
63,432,5,5,3,8,10.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
30,1452,5,4,5,4,8.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
24,562,4,5,4,64,51.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
67,328,5,5,3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
60,266,5,5,2,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
14,2475,4,4,4,25,5.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
20,1475,4,5,4,0,13.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
55,369,4,4,1,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
47,337,3,3,3,32,21.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
21,758,5,5,5,51,45.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
48,1874,5,5,3,45,50.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
40,337,5,5,5,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
35,300,1,1,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
40,266,5,5,3,2,7.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
42,1568,3,3,2,0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
34,1504,2,2,3,3,17.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
32,590,3,5,3,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
40,3388,3,3,3,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
69,362,4,4,3,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
54,488,3,5,3,28,16.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
49,226,4,4,4,8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
34,1237,5,5,5,0,7.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
56,3567,4,4,5,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
15,116,4,4,4,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
48,644,4,4,4,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
46,613,5,4,5,0,13.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
53,432,5,5,5,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
40,3650,5,5,4,23,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
26,214,3,5,3,0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
42,3064,4,4,3,0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
49,3848,2,2,2,67,70.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
47,2400,4,5,5,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
51,3874,4,4,5,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
43,2603,2,3,5,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
44,771,2,1,5,183,171.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
48,2928,4,4,5,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
38,299,3,3,1,0,14.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
53,2480,2,3,4,394,392.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
55,1095,5,5,3,0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
49,1643,3,3,3,18,34.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
36,1262,5,5,3,14,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
55,1726,5,3,5,31,51.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
54,309,2,2,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
32,3536,5,5,5,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
37,650,5,3,5,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
38,507,2,4,2,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
44,864,4,4,2,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
44,3101,3,3,3,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
25,510,2,5,2,98,91.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
68,1025,4,5,4,3,8.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
20,590,4,4,4,32,13.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
47,3624,4,4,4,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
25,417,2,3,2,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
44,248,3,3,4,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
58,1197,3,4,3,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
52,585,4,4,5,0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
48,515,5,5,5,0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
69,1411,3,4,3,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
24,967,5,5,5,65,67.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
43,2381,2,2,4,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
13,1192,4,4,4,4,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
61,328,2,4,2,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
7,262,2,4,2,122,118.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
35,1014,2,2,3,3,15.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
68,1416,3,3,2,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
30,187,2,3,2,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
62,542,1,5,1,0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
13,964,1,4,1,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
47,2435,5,5,4,161,164.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
59,669,3,4,3,0,16.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
45,990,2,2,3,0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
56,352,5,3,5,0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
68,302,2,2,3,26,26.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
51,751,4,4,1,4,7.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
42,2720,5,5,5,144,134.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
57,135,5,4,3,33,30.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
28,409,1,4,4,227,208.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
37,1678,4,4,3,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
58,3391,4,4,4,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
34,1440,4,3,4,10,22.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
61,1045,4,4,5,0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
65,861,1,1,5,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
54,3604,4,4,5,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
47,719,4,4,5,0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
55,297,2,3,2,6,7.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
14,1587,5,5,5,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
29,680,5,5,5,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
32,3226,5,5,5,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
21,639,5,1,5,82,85.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
19,1997,2,3,2,18,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
43,3269,5,5,4,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
36,545,4,4,4,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
44,2181,4,5,3,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
54,349,4,4,5,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
48,157,4,1,4,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
65,1009,5,1,5,4,7.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
46,334,5,5,4,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
33,1744,2,4,2,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
29,3882,1,4,1,15,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
35,1172,3,5,3,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
42,3745,1,1,2,26,32.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
41,675,5,5,5,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
57,106,4,4,5,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
14,1222,2,3,2,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
33,872,3,4,3,50,56.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
24,1788,4,4,4,15,16.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
20,1024,2,3,2,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
37,397,1,4,3,161,150.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
22,1496,4,5,4,12,21.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
52,968,1,1,3,17,23.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
43,3376,4,4,4,0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
14,603,5,4,5,5,7.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
40,417,4,2,4,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
61,295,4,4,3,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
52,803,3,1,3,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
27,67,3,1,3,0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
37,257,2,4,2,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
41,2293,4,4,5,0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
26,1501,1,4,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
58,421,5,4,5,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
66,1237,1,1,5,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
39,3548,4,4,3,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
39,247,4,4,2,58,57.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
60,1609,4,4,4,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
37,337,1,4,1,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
35,1056,1,3,1,21,24.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
54,357,2,2,3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
50,3726,2,2,4,16,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
65,546,2,1,2,28,29.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
30,3179,4,5,4,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
41,86,2,1,2,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
62,237,2,5,2,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
17,1235,4,5,4,3,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
23,639,4,4,4,90,87.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
49,991,4,4,4,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
50,2441,4,4,4,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
40,521,2,4,2,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
61,1598,2,2,2,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
59,948,4,3,4,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
51,2733,2,2,1,18,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
44,366,4,4,4,8,43.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
40,102,5,4,5,4,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
48,2176,5,3,4,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
28,452,4,3,4,44,42.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
52,190,5,5,3,6,6.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
35,1444,3,4,3,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
34,1012,4,4,3,7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
52,817,3,3,3,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
50,737,5,5,4,4,13.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
34,3392,2,2,1,9,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
55,1576,1,4,1,28,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
49,1931,4,4,4,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
21,1034,5,4,5,0,10.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
51,1844,5,5,3,9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
22,2168,1,3,1,26,36.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
40,86,3,4,3,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
44,1748,4,4,5,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
40,393,3,3,3,2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
42,2773,5,5,4,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
49,737,2,2,2,0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
68,649,2,2,3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
61,1549,5,5,3,0,12.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
12,431,5,4,5,17,33.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
57,1172,3,4,5,26,6.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
39,234,2,4,2,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
12,266,4,3,4,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
14,212,1,4,1,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
58,598,4,3,4,0,20.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
39,1061,3,3,3,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
56,3666,5,5,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
47,1139,1,4,1,2,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
16,1597,1,2,1,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
29,602,2,3,2,44,27.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
51,395,4,4,1,41,21.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
55,1340,4,4,4,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
26,164,4,3,4,32,46.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
68,248,2,2,5,3,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
70,1189,3,5,3,4,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
47,820,5,3,5,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
61,1597,5,5,3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
52,3389,4,3,4,5,20.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
60,1589,5,5,4,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
19,2172,3,4,3,8,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
44,3868,4,4,3,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
20,1111,5,5,5,0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
55,1535,4,4,3,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
12,1532,5,5,5,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
38,371,5,5,5,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
57,528,5,4,5,0,15.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
35,579,2,2,3,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
33,1744,4,3,4,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
63,668,5,4,5,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
37,162,5,4,5,0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
48,1501,3,3,1,2,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
38,872,5,5,5,1,13.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
23,978,3,5,3,32,17.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
26,1011,4,4,4,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
42,2211,3,1,1,56,51.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
61,948,4,5,4,0,10.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
65,1474,5,5,4,35,34.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
44,283,2,2,4,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
36,626,1,5,1,23,22.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
47,1389,4,4,3,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
21,987,1,4,1,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
22,1075,4,4,4,30,5.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
59,522,3,1,4,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
35,216,2,3,2,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
70,2556,3,3,3,1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
31,3204,3,2,3,0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
47,1957,3,3,5,0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
60,544,5,5,4,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
30,280,3,4,3,0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
59,2176,3,3,5,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
35,214,4,5,5,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
48,997,3,4,3,0,6.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
34,693,5,5,4,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
43,3004,5,5,3,21,38.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
68,1005,4,4,4,0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
59,1189,4,4,4,33,9.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
37,1846,4,4,4,43,36.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
47,2615,4,5,5,0,70.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
12,1046,5,4,5,37,24.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
41,2299,4,4,5,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
51,3027,4,2,4,57,59.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
20,2517,5,5,5,13,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
29,3391,3,4,3,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
35,1622,5,5,5,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
12,547,4,3,4,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
51,1938,4,4,5,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
62,2251,3,3,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
53,1733,4,4,3,47,34.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
56,2465,4,4,5,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
55,227,4,4,3,4,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
28,1995,4,2,4,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
24,985,2,3,2,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
49,3767,3,3,5,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
41,226,4,4,2,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
7,432,5,4,5,41,29.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
55,1788,4,4,4,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
33,139,5,3,5,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
31,3636,1,3,1,6,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
34,946,3,3,3,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
25,2680,4,4,4,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
58,3203,4,4,4,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
29,621,4,3,4,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
40,2372,3,3,3,22,33.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
47,1080,4,4,5,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
28,1050,5,4,5,8,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
12,680,4,5,4,75,76.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
45,531,2,2,4,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
42,1379,4,4,4,19,19.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
40,3011,5,5,4,9,56.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
39,711,5,5,3,7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
43,371,3,5,3,3,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
13,571,2,2,2,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
48,489,5,5,5,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
51,844,2,4,2,2,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
44,472,5,5,3,10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
52,1590,3,3,3,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
20,711,4,4,4,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
35,1562,4,4,4,12,31.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
21,678,5,4,5,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
46,1346,2,4,4,0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
27,3816,5,4,5,13,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
40,1535,5,5,5,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
50,235,5,5,4,0,16.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
41,580,2,4,2,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
60,501,3,4,3,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
40,372,5,5,4,20,10.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
42,2306,3,3,5,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
53,372,5,3,5,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
40,612,4,4,4,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
56,1916,2,2,2,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
39,369,1,4,1,14,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
55,1020,3,3,3,0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
33,1076,2,3,2,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
55,3401,2,2,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
55,3953,4,4,4,0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
53,3583,5,5,4,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
61,163,5,5,5,0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
35,2031,5,5,4,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
37,3041,3,2,4,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
40,255,3,4,3,0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
49,867,5,5,4,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
52,2708,4,4,2,4,14.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
55,859,1,3,1,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
23,446,2,4,2,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
48,585,2,3,2,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
59,626,4,4,3,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
43,3923,4,1,3,7,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
59,177,2,2,2,58,53.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
46,3396,5,4,5,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
24,925,1,3,1,107,120.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
55,1017,1,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
68,376,4,4,3,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
39,2218,4,4,4,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
45,991,5,4,5,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
39,1438,4,4,2,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
56,1685,4,4,5,15,18.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
19,925,4,4,4,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
